它	it
国王	king; CL:個|个[ge4]
然而	however; but; yet
旅客	traveler; tourist
拿到	to get; to obtain
患者	patient; sufferer
难题	difficult problem
绘画	to draw; to paint
紧密	inseparably close
箭	arrow; CL:支[zhi1]
鼠标	mouse (computing)
口袋	pocket; bag; sack
危险	danger; dangerous
梨	pear; CL:個|个[ge4]
旅馆	hotel; CL:家[jia1]
绝大多数	the vast majority
反常	unusual; abnormal
一群人	A group of people
阔	rich; wide; broad
勇敢	brave; courageous
方言	topolect; dialect
脖子	neck; CL:個|个[ge4]
拍照	to take a picture
云	cloud; CL:朵[duo3]
胖子	fat person; fatty
骗子	swindler; a cheat
粉末	fine powder; dust
频繁	frequently; often
身份证	identity card; ID
座位	seat; CL:個|个[ge4]
群体	community; colony
姿势	posture; position
字幕	caption; subtitle
扶手	handrail; armrest
上涨	to rise; to go up
稍	see 稍息[shao4 xi1]
尷尬癌	n. Chagrin+cancer
事实	fact; CL:個|个[ge4]
公务	official business
时常	often; frequently
益虫	beneficial insect
日语	Japanese language
怎么办	what's to be done
躲起来	hide (oneself) up
球棍	(sport) club; bat
过滤	to filter; filter
时时	often; constantly
罕见	rare; rarely seen
送礼	to give a present
特大	exceptionally big
箱	box; trunk; chest
新郎	bridegroom; groom
现状	current situation
贿赂	to bribe; a bribe
邮件	mail; post; email
医疗	medical treatment
言语	to speak; to tell
以内	within; less than
香菜籽	coriander (seeds)
由此	hereby; from this
民国时期	Republic of China
冷淡	cold; indifferent
原理	principle; theory
一行	party; delegation
英雄	hero; CL:個|个[ge4]
精确	accurate; precise
优质	excellent quality
敬礼	to salute; salute
债	debt; CL:筆|笔[bi3]
磕	variant of 嗑[ke4]
自治县	autonomous county
钟头	hour; CL:個|个[ge4]
钻	an auger; diamond
文化冲突	cultural conflict
立交桥	overpass; flyover
放烟花	set off fireworks
粤菜	Cantonese cuisine
挪	to shift; to move
好的关系	Good relationship
全局	overall situation
坦然	calm; undisturbed
触动神经	to strike a nerve
哨	a whistle; sentry
画画	to draw; to paint
呻吟	to moan; to groan
垫子	cushion; mat; pad
三文鱼	salmon (loanword)
饲养	to raise; to rear
索取	to ask; to demand
挺拔	tall and straight
团圆	to have a reunion
微观	micro-; subatomic
溪	variant of 溪[xi1]
乡镇	village; township
眨	to blink; to wink
摘要	summary; abstract
战役	military campaign
支流	tributary (river)
做主	see 作主[zuo4 zhu3]
小时候	in one's childhood
把手	handle; grip; knob
草	variant of 肏[cao4]
打扫	to clean; to sweep
学校	school; CL:所[suo3]
吃	variant of 吃[chi1]
保姆	nanny; housekeeper
查	variant of 楂[zha1]
不再	no more; no longer
打折	to give a discount
悲哀	grieved; sorrowful
不仅仅	not only; not just
水果	fruit; CL:個|个[ge4]
衬衣	shirt; CL:件[jian4]
问	to ask; to inquire
涂防晒霜	to apply sunscreen
敌人	enemy; CL:個|个[ge4]
儿童	child; CL:個|个[ge4]
是	variant of 是[shi4]
多亏	thanks to; luckily
村	variant of 村[cun1]
朵	variant of 朵[duo3]
打破	to break; to smash
借	variant of 借[jie4]
学习	to learn; to study
蓝	blue; indigo plant
大型	large; large-scale
聊天	to chat; to gossip
船只	ship; boat; vessel
海洋	ocean; CL:個|个[ge4]
护士	nurse; CL:個|个[ge4]
单一	single; only; sole
裁缝	tailor; dressmaker
一般来说	generally speaking
恨	to hate; to regret
价格	price; CL:個|个[ge4]
来到	to arrive; to come
动机	motive; motivation
头发	hair (on the head)
翻	variant of 翻[fan1]
动画	animation; cartoon
华氏度	degrees Fahrenheit
符号	symbol; mark; sign
那边	over there; yonder
拥抱	to embrace; to hug
招手	to wave; to beckon
有名	famous; well-known
公告	post; announcement
自己	oneself; one's own
女票	(slang) girlfriend
歌词	song lyric; lyrics
号召	to call; to appeal
合并	to merge; to annex
能干	capable; competent
桥	bridge; CL:座[zuo4]
摧残	to ravage; to ruin
过新年	celebrate New Year
打扫	to clean; to sweep
手机应用	mobile application
小朋友	child; CL:個|个[ge4]
火箭	rocket; CL:枚[mei2]
伤害	to injure; to harm
我都喜欢	I like all of them
类似	similar; analogous
狂	mad; wild; violent
人口	population; people
羡慕	to envy; to admire
相反	opposite; contrary
二氧化碳	carbon dioxide CO2
漫长	very long; endless
门诊	outpatient service
面子	(medicinal) powder
防御	defense; to defend
皮包	handbag; briefcase
痒	to itch; to tickle
咬	variant of 咬[yao3]
疫情	epidemic situation
培育	to train; to breed
抽象意思	figurative meaning
运气	luck (good or bad)
敲门	to knock on a door
一部电影	a movie (the item)
鞋	variant of 鞋[xie2]
干旱	drought; arid; dry
心里	chest; heart; mind
专家	expert; specialist
炮	variant of 炮[pao4]
忍受	to bear; to endure
宫殿	palace; CL:座[zuo4]
求职	to seek employment
英文	English (language)
英语	English (language)
试图	to attempt; to try
如	as; as if; such as
雇佣	to employ; to hire
咱	variant of 咱[zan2]
棍棒	club; staff; stick
推销	to market; to sell
薯片	fried potato chips
水泥	cement; CL:袋[dai4]
仅供参考	for reference only
违反	to violate (a law)
花瓣	petal; CL:片[pian4]
相互	each other; mutual
掏	variant of 掏[tao1]
文艺	literature and art
聖誕趴	n. Christmas party
荒谬	absurd; ridiculous
修	variant of 修[xiu1]
辉煌	splendid; glorious
先前	before; previously
新型	new type; new kind
学时	class hour; period
演技很好	good acting skills
外观	outward appearance
协议书	contract; protocol
外资	foreign investment
印刷	to print; printing
凶手	murderer; assassin
选拔	to select the best
词根	(linguistics) root
缴纳	to pay (taxes etc)
结局	conclusion; ending
足够	enough; sufficient
珍珠	pearl; CL:顆|颗[ke1]
真理	truth; CL:個|个[ge4]
之外	outside; excluding
吃素	to be a vegetarian
欧盟	European Union; EU
占据	to occupy; to hold
卡通	cartoon (loanword)
知名	well-known; famous
政府干部	government officer
柱子	pillar; CL:根[gen1]
专用	special; dedicated
冷酷	unfeeling; callous
吻	variant of 吻[wen3]
人情美	beauty of humanity
小柴胡	medicine for fever
山脚	foot of a mountain
聋哑	deaf and nonverbal
掠夺	to plunder; to rob
主流文化	Mainstream culture
密度	density; thickness
电子产品	electronic product
敏锐	keen; sharp; acute
眼影盘	eye shadow palette
拿手	expert in; good at
捏	variant of 捏[nie1]
剧透	plot leak; spoiler
一般就说	Generally speaking
蜘蛛网	cobweb; spider web
圈套	trap; snare; trick
擅自	without permission
才华	talent; CL:份[fen4]
有市场	popular (business)
金门大桥	Golden Gate Bridge
审判	a trial; to try sb
省会	provincial capital
实质	substance; essence
野兽	beast; wild animal
双胞胎	twin; CL:對|对[dui4]
司令	commanding officer
天赋	gift; innate skill
丸	ball; pellet; pill
无非	only; nothing else
谢绝	to refuse politely
寓言	fable; CL:則|则[ze2]
真挚	sincere; sincerity
嘱咐	to urge; to exhort
按摩	massage; to massage
叫	variant of 叫[jiao4]
百货	general merchandise
个	variant of 個|个[ge4]
冰	variant of 冰[bing1]
封印	seal (on envelopes)
写完作业	Finish the homework
不能不	have to; cannot but
采纳	to accept; to adopt
当时	at once; right away
欢迎	to welcome; welcome
硬核	hardcore; hard core
独特	unique; distinctive
对待	to treat; treatment
迟	late; delayed; slow
法院	court of law; court
买	to buy; to purchase
冬天	winter; CL:個|个[ge4]
到达	to reach; to arrive
离开	to depart; to leave
隔壁	next door; neighbor
船员	sailor; crew member
逛	to stroll; to visit
小言	n. Romantic fiction
短裤	short pants; shorts
鼓掌	to applaud; to clap
好像	as if; to seem like
叫	variant of 叫[jiao4]
才干	ability; competence
瓶子	bottle; CL:個|个[ge4]
当年	that very same year
大道	main street; avenue
大批	large quantities of
等级	grade; rank; status
世界	world (CL:個|个[ge4])
慌张	flustered; agitated
降落	to descend; to land
地名	place name; toponym
干吗	see 幹嘛|干嘛[gan4 ma2]
罚	variant of 罰|罚[fa2]
坏人	bad person; villain
举办	to conduct; to hold
熊猫	panda; CL:隻|只[zhi1]
反抗	to resist; to rebel
克	variant of 剋|克[ke4]
老虎	tiger; CL:隻|只[zhi1]
拿去	to get (for others)
购买	to purchase; to buy
力气	strength; CL:把[ba3]
父女	father and daughter
充沛	abundant; plentiful
怪	variant of 怪[guai4]
顾问	adviser; consultant
后年	the year after next
怪	variant of 怪[guai4]
请坐	please, have a seat
骂	variant of 罵|骂[ma4]
眉毛	eyebrow; CL:根[gen1]
弄	variant of 弄[long4]
暖和	warm; nice and warm
虎	tiger; CL:隻|只[zhi1]
叫	variant of 叫[jiao4]
入口	entrance; to import
森林	forest; CL:片[pian4]
好似	to seem; to be like
青春	youth; youthfulness
剪刀	scissors; CL:把[ba3]
八宝汤	Eight treasure soup
如何	how; what way; what
软件	(computer) software
具有	to have; to possess
神秘	mysterious; mystery
星期日	Sunday; CL:個|个[ge4]
星期天	Sunday; CL:個|个[ge4]
孙子	grandson; son's son
瓶	variant of 瓶[ping2]
看出	to make out; to see
乐观	optimistic; hopeful
输入	to import; to input
还没想好	haven't decided yet
秋天	autumn; CL:個|个[ge4]
预习	to prepare a lesson
列为	to be classified as
政治	politics; political
开头	beginning; to start
煤	coal; CL:塊|块[kuai4]
系统	system; CL:個|个[ge4]
抗议	to protest; protest
香肠	sausage; CL:根[gen1]
模范	model; fine example
虚心	open-minded; humble
天上	celestial; heavenly
允许	to permit; to allow
陆军	army; ground forces
只要	if only; so long as
妙	variant of 妙[miao4]
夏天	summer; CL:個|个[ge4]
强迫	to compel; to force
奶牛	milk cow; dairy cow
晴朗	sunny and cloudless
钙	calcium (chemistry)
身高	(a person's) height
如此	like this; so; such
一件衣服	a piece of clothing
沙漠	desert; CL:個|个[ge4]
收音机	radio; CL:臺|台[tai2]
升高	to raise; to ascend
银行卡	bank card; ATM card
彩虹	rainbow; CL:道[dao4]
券	variant of 券[quan4]
丧失	to lose; to forfeit
罐	variant of 罐[guan4]
藏起来	hide (something) up
听众	audience; listeners
水灾	flood; flood damage
设计师	designer; architect
器材	equipment; material
中心	center; heart; core
周年	anniversary; annual
同行	to journey together
同一	identical; the same
悔恨	remorse; repentance
选手	athlete; contestant
途径	way; means; channel
吞	to swallow; to take
迅速	rapid; speedy; fast
化学	chemistry; chemical
危机	crisis; CL:個|个[ge4]
刷剧	to binge-watch (TV)
许可	to allow; to permit
摇头	to shake one's head
一句话	in a word; in short
拥有	to have; to possess
有着	to have; to possess
羽绒服	down-filled garment
搅拌	to stir; to agitate
侥幸	luckily; by a fluke
重量	weight; CL:個|个[ge4]
陌生	strange; unfamiliar
越南	Vietnam; Vietnamese
职位	position; post; job
乐曲	musical composition
砍伐	to hew; to cut down
资本	capital (economics)
政策	policy; CL:個|个[ge4]
之类	and so on; and such
坑	variant of 坑[keng1]
治病	to treat an illness
链接	link (on a website)
白大褂	doctor's white coat
轮廓	outline; silhouette
过马路	to cross the street
情侣	sweethearts; lovers
拉伸	to draw; to stretch
侵略	to invade; invasion
外貌	profile; appearance
政府官员	government employee
审美标准	Aesthetic standards
迁徙	to migrate; to move
外在	external; extrinsic
笔名	pen name; pseudonym
求婚	to propose marriage
弱点	weak point; failing
性情	nature; temperament
授予	to award; to confer
书面	in writing; written
探测	to probe; to survey
妥善	appropriate; proper
顽固	stubborn; obstinate
无知	ignorant; ignorance
向来	always (previously)
耀眼	to dazzle; dazzling
责怪	to blame; to rebuke
增添	to add; to increase
招收	to hire; to recruit
中立	neutral; neutrality
皱纹	wrinkle; CL:道[dao4]
被子	quilt; CL:床[chuang2]
漫改	adapted from a manga
报答	to repay; to requite
本地	local; this locality
打屁股	to spank sb's bottom
不少	many; a lot; not few
旁边	side; adjacent place
复杂	complicated; complex
丈夫	husband; CL:個|个[ge4]
遍地	everywhere; all over
抱负	aspiration; ambition
上午	morning; CL:個|个[ge4]
报酬	reward; remuneration
除夕	lunar New Year's Eve
学生	student; schoolchild
贝壳	shell (of a mollusk)
潮流	tide; current; trend
飞机	airplane; CL:架[jia4]
地址	address; CL:個|个[ge4]
分开	to separate; to part
发表	to issue; to publish
回	variant of 迴|回[hui2]
出于	due to; to stem from
城乡	city and countryside
波涛	great waves; billows
等待	to wait; to wait for
阴	variant of 陰|阴[yin1]
多云	cloudy (meteorology)
回	variant of 迴|回[hui2]
功能	function; capability
创意	creative; creativity
歌单	playlist; song sheet
买菜	buy food ingredients
裙子	skirt; CL:條|条[tiao2]
即使	even if; even though
猴子	monkey; CL:隻|只[zhi1]
等候	to wait; to wait for
大师	great master; master
课本	textbook; CL:本[ben3]
广场	public square; plaza
电饭锅	electric rice cooker
过来	see 過來|过来[guo4 lai2]
刷牙	to brush one's teeth
假装	to feign; to pretend
为	variant of 為|为[wei4]
法规	legislation; statute
画家	painter; CL:個|个[ge4]
角度	angle; point of view
回	variant of 迴|回[hui2]
摄氏度	°C (degrees Celsius)
古	ancient; old; paleo-
金色	golden; gold (color)
高原	plateau; CL:片[pian4]
客观	objective; impartial
教师	teacher; CL:個|个[ge4]
随便吃吧	help yourself to eat
瓜	melon; gourd; squash
毛巾	towel; CL:條|条[tiao2]
高峰	peak; summit; height
面对	to face; to confront
猴	monkey; CL:隻|只[zhi1]
汇	variant of 匯|汇[hui4]
牛仔裤	jeans; CL:條|条[tiao2]
农业	agriculture; farming
凉	to let sth cool down
她们	they; them (females)
能量	energy; capabilities
仅	barely; only; merely
夹	variant of 夾|夹[jia2]
旅游攻略	travelling guideline
社会	society; CL:個|个[ge4]
深	deep (lit. and fig.)
晚	evening; night; late
去世	to pass away; to die
官方灯泡	Official Third Wheel
那样	that kind; that sort
世纪	century; CL:個|个[ge4]
皇帝	emperor; CL:個|个[ge4]
回应	to respond; response
稻谷	unhusked rice; paddy
剧场	theater; CL:個|个[ge4]
警告	to warn; to admonish
居民	resident; inhabitant
假日	a holiday; a day off
石头	stone; CL:塊|块[kuai4]
前年	the year before last
细节	details; particulars
可	used in 可汗[ke4 han2]
晴天	clear sky; sunny day
课题	task; problem; issue
淘气	naughty; mischievous
西红柿	tomato; CL:隻|只[zhi1]
堵塞	to clog up; blockage
列入	to include on a list
割	to cut; to cut apart
食物	food; CL:種|种[zhong3]
绝	variant of 絕|绝[jue2]
许多	many; a lot of; much
胃	stomach; CL:個|个[ge4]
煤气	coal gas; gas (fuel)
冰雕节	Ice carving festival
难度	degree of difficulty
喜聞樂見	Love to see and hear
反驳	to retort; to refute
男性	the male sex; a male
名人	personage; celebrity
赖	variant of 賴|赖[lai4]
纺织	spinning and weaving
农产品	agricultural produce
诽谤	to slander; to libel
流量小生	n. Traffic+young man
否决	to veto; to overrule
回答问题	answer the questions
